precision,recall,f_measure,ref_count,pred_count,raw_pitch_accuracy,raw_chroma_accuracy,overall_accuracy,voicing_recall,voicing_false_alarm,file,output_midi,ground_truth
0.038461538461538464,0.05555555555555555,0.04545454545454546,18,26,0.5895196506550219,0.5895196506550219,0.4753521126760563,0.8384279475982532,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0001.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Control_Group_0001_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0001.musicxml
0.08333333333333333,0.10344827586206896,0.09230769230769231,29,36,0.6338461538461538,0.6338461538461538,0.5779569892473119,0.8830769230769231,0.8085106382978723,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0000.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Control_Group_0000_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0000.musicxml
0.0,0.0,0.0,45,37,0.18904593639575973,0.18904593639575973,0.19484702093397746,0.8975265017667845,0.7454545454545455,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0014.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Control_Group_0014_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0014.musicxml
0.0,0.0,0.0,21,28,0.5201342281879194,0.5201342281879194,0.4594594594594595,0.8993288590604027,0.7916666666666666,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0008.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Control_Group_0008_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0008.musicxml
0.03508771929824561,0.038461538461538464,0.03669724770642201,52,57,0.35751295336787564,0.35751295336787564,0.33076923076923076,0.918825561312608,0.8873239436619719,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0009.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Control_Group_0009_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Control_Group/0009.musicxml
0.0,0.0,0.0,35,47,0.5488372093023256,0.5488372093023256,0.5188284518828452,0.9186046511627907,0.75,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0010.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0010_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0010.musicxml
0.043478260869565216,0.08163265306122448,0.05673758865248226,49,92,0.3741935483870968,0.3741935483870968,0.336231884057971,0.9080645161290323,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0004.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0004_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0004.musicxml
0.05555555555555555,0.08333333333333333,0.06666666666666667,24,36,0.5138461538461538,0.5138461538461538,0.501466275659824,0.9569230769230769,0.75,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0005.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0005_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0005.musicxml
0.023255813953488372,0.027777777777777776,0.025316455696202528,36,43,0.47568710359408034,0.47568710359408034,0.45472837022132795,0.9471458773784355,0.9583333333333334,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0011.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0011_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0011.musicxml
0.047619047619047616,0.07142857142857142,0.057142857142857134,14,21,0.36742424242424243,0.3712121212121212,0.36742424242424243,0.9583333333333334,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0007.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0007_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0007.musicxml
0.05,0.09090909090909091,0.06451612903225806,22,40,0.7403100775193798,0.7403100775193798,0.6433333333333333,0.9612403100775194,0.9523809523809523,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0013.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0013_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0013.musicxml
0.05128205128205128,0.06451612903225806,0.05714285714285715,31,39,0.6369047619047619,0.6458333333333334,0.5575447570332481,0.8988095238095238,0.9272727272727272,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0012.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0012_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0012.musicxml
0.023255813953488372,0.047619047619047616,0.03125,21,43,0.564935064935065,0.564935064935065,0.525679758308157,0.8896103896103896,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0006.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0006_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0006.musicxml
0.037037037037037035,0.06060606060606061,0.045977011494252866,33,54,0.31971153846153844,0.31971153846153844,0.2975391498881432,0.875,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0002.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0002_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0002.musicxml
0.029411764705882353,0.03333333333333333,0.03125,30,34,0.7469879518072289,0.7469879518072289,0.6819407008086253,0.9006024096385542,0.8717948717948718,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0003.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0003_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0003.musicxml
0.0,0.0,0.0,16,38,0.6473429951690821,0.6473429951690821,0.49814126394052044,0.9082125603864735,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0001.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0001_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0001.musicxml
0.07894736842105263,0.10344827586206896,0.08955223880597013,29,38,0.6317460317460317,0.6317460317460317,0.5408970976253298,0.873015873015873,0.90625,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0000.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0000_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0000.musicxml
0.015151515151515152,0.02702702702702703,0.01941747572815534,37,66,0.20069204152249134,0.20069204152249134,0.20607028753993611,0.9359861591695502,0.7291666666666666,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0014.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0014_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0014.musicxml
0.0967741935483871,0.10344827586206896,0.09999999999999999,29,31,0.6153846153846154,0.6153846153846154,0.5739644970414202,0.8662207357859532,0.7435897435897436,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0008.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0008_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0008.musicxml
0.03125,0.06,0.0410958904109589,50,96,0.47416413373860183,0.47416413373860183,0.44763271162123386,0.9331306990881459,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0009.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_memory_Vibrato_Group_0009_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/memory/Vibrato_Group/0009.musicxml
0.04,0.038461538461538464,0.0392156862745098,26,25,0.1457142857142857,0.1457142857142857,0.15027322404371585,0.9514285714285714,0.75,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0010.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0010_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0010.musicxml
0.03333333333333333,0.038461538461538464,0.03571428571428572,26,30,0.6126760563380281,0.6126760563380281,0.5667752442996743,0.9507042253521126,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0004.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0004_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0004.musicxml
0.0,0.0,0.0,29,31,0.4048582995951417,0.4048582995951417,0.37630662020905925,0.8987854251012146,0.8,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0005.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0005_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0005.musicxml
0.0,0.0,0.0,20,23,0.30666666666666664,0.30666666666666664,0.3346303501945525,0.8977777777777778,0.46875,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0011.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0011_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0011.musicxml
0.0,0.0,0.0,18,23,0.484,0.484,0.5,0.932,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0007.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0007_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0007.musicxml
0.04,0.041666666666666664,0.04081632653061224,24,25,0.5725190839694656,0.5725190839694656,0.5725190839694656,0.8816793893129771,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0012.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0012_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0012.musicxml
0.03571428571428571,0.047619047619047616,0.04081632653061224,21,28,0.47950819672131145,0.48770491803278687,0.45,0.9385245901639344,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0006.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0006_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0006.musicxml
0.05555555555555555,0.058823529411764705,0.05714285714285714,17,18,0.5691489361702128,0.5691489361702128,0.5245098039215687,0.8776595744680851,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0002.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0002_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0002.musicxml
0.041666666666666664,0.043478260869565216,0.0425531914893617,23,24,0.4291497975708502,0.4291497975708502,0.40370370370370373,0.8987854251012146,0.8695652173913043,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0003.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0003_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0003.musicxml
0.0,0.0,0.0,16,20,0.7365853658536585,0.7365853658536585,0.7365853658536585,0.8439024390243902,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0001.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0001_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0001.musicxml
0.0,0.0,0.0,14,19,0.037037037037037035,0.037037037037037035,0.2876712328767123,0.7777777777777778,0.6303030303030303,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0000.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0000_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0000.musicxml
0.0,0.0,0.0,22,24,0.4358108108108108,0.4358108108108108,0.41479099678456594,0.9695945945945946,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0008.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0008_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0008.musicxml
0.0,0.0,0.0,6,17,0.19540229885057472,0.19540229885057472,0.20388349514563106,0.896551724137931,0.75,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0009.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0009_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0009.musicxml
0.06060606060606061,0.07692307692307693,0.06779661016949153,26,33,0.1504424778761062,0.1504424778761062,0.1408839779005525,0.9528023598820059,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0010.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0010_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0010.musicxml
0.0,0.0,0.0,25,33,0.6824817518248175,0.6824817518248175,0.6262295081967213,0.9817518248175182,0.8709677419354839,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0004.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0004_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0004.musicxml
0.0,0.0,0.0,28,36,0.34439834024896265,0.34439834024896265,0.3576388888888889,0.8713692946058091,0.574468085106383,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0005.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0005_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0005.musicxml
0.0,0.0,0.0,24,32,0.2339622641509434,0.2339622641509434,0.2564102564102564,0.9320754716981132,0.6170212765957447,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0011.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0011_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0011.musicxml
0.07692307692307693,0.09523809523809523,0.0851063829787234,21,26,0.43983402489626555,0.45228215767634855,0.43359375,0.941908713692946,0.6666666666666666,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0007.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0007_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0007.musicxml
0.0,0.0,0.0,27,26,0.551094890510949,0.551094890510949,0.5773195876288659,0.948905109489051,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0012.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0012_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0012.musicxml
0.0,0.0,0.0,25,29,0.44129554655870445,0.44129554655870445,0.4144486692015209,0.9068825910931174,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0006.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0006_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0006.musicxml
0.041666666666666664,0.0625,0.05,16,24,0.6304347826086957,0.6304347826086957,0.58,0.9130434782608695,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0002.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0002_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0002.musicxml
0.030303030303030304,0.047619047619047616,0.037037037037037035,21,33,0.432,0.432,0.4139194139194139,0.932,0.782608695652174,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0003.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0003_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0003.musicxml
0.0,0.0,0.0,16,22,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.8571428571428571,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0001.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0001_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0001.musicxml
0.0,0.0,0.0,12,36,0.3333333333333333,0.3333333333333333,0.17358490566037735,0.3333333333333333,0.836,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0000.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0000_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0000.musicxml
0.0,0.0,0.0,26,37,0.45901639344262296,0.45901639344262296,0.43613707165109034,0.9573770491803278,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0008.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0008_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0008.musicxml
0.07142857142857142,0.1111111111111111,0.08695652173913043,9,14,0.42857142857142855,0.42857142857142855,0.424390243902439,0.9047619047619048,0.625,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0009.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Vibrato_Group_0009_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Vibrato_Group/0009.musicxml
0.05263157894736842,0.0625,0.05714285714285714,16,19,0.32242990654205606,0.32242990654205606,0.3391304347826087,0.9018691588785047,0.4375,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0004.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0004_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0004.musicxml
0.0,0.0,0.0,9,13,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.9342105263157895,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0005.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0005_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0005.musicxml
0.1,0.08333333333333333,0.0909090909090909,12,10,0.8040816326530612,0.8040816326530612,0.8040816326530612,0.9387755102040817,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0007.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0007_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0007.musicxml
0.0,0.0,0.0,10,13,0.37967914438502676,0.37967914438502676,0.3256880733944954,0.8609625668449198,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0006.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0006_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0006.musicxml
0.0,0.0,0.0,11,16,0.41706161137440756,0.41706161137440756,0.37606837606837606,0.8293838862559242,1.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0002.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0002_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0002.musicxml
0.0,0.0,0.0,11,18,0.8930232558139535,0.8930232558139535,0.8930232558139535,0.9023255813953488,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0003.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0003_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0003.musicxml
0.0,0.0,0.0,10,9,0.7523364485981309,0.7523364485981309,0.7523364485981309,0.9299065420560748,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0001.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0001_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0001.musicxml
0.0625,0.14285714285714285,0.08695652173913043,7,16,0.5906040268456376,0.5906040268456376,0.5,0.7516778523489933,0.7142857142857143,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0000.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Control_Group_0000_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Control_Group/0000.musicxml
0.034482758620689655,0.05555555555555555,0.0425531914893617,18,29,0.3058252427184466,0.3058252427184466,0.3008130081300813,0.9077669902912622,0.725,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0004.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0004_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0004.musicxml
0.0,0.0,0.0,13,17,0.581081081081081,0.581081081081081,0.581081081081081,0.9369369369369369,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0005.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_edelweiss_Vibrato_Group_0005_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/edelweiss/Vibrato_Group/0005.musicxml
